ibge7,ibge6,municipio,uf,mesorregiao,microrregiao
3203601,320360,Mucurici,ES,Litoral Norte Espírito-santense,Montanha
3203700,320370,Muniz Freire,ES,Sul Espírito-santense,Alegre
3203809,320380,Muqui,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3203908,320390,Nova Venécia,ES,Noroeste Espírito-santense,Nova Venécia
3204005,320400,Pancas,ES,Noroeste Espírito-santense,Colatina
3204054,320405,Pedro Canário,ES,Litoral Norte Espírito-santense,São Mateus
3204104,320410,Pinheiros,ES,Litoral Norte Espírito-santense,Montanha
3204203,320420,Piúma,ES,Central Espírito-santense,Guarapari
3204252,320425,Ponto Belo,ES,Litoral Norte Espírito-santense,Montanha
3204302,320430,Presidente Kennedy,ES,Sul Espírito-santense,Itapemirim
3204351,320435,Rio Bananal,ES,Litoral Norte Espírito-santense,Linhares
3204401,320440,Rio Novo do Sul,ES,Central Espírito-santense,Guarapari
3204500,320450,Santa Leopoldina,ES,Central Espírito-santense,Santa Teresa
3204559,320455,Santa Maria de Jetibá,ES,Central Espírito-santense,Santa Teresa
3204609,320460,Santa Teresa,ES,Central Espírito-santense,Santa Teresa
3204658,320465,São Domingos do Norte,ES,Noroeste Espírito-santense,Colatina
3204708,320470,São Gabriel da Palha,ES,Noroeste Espírito-santense,Nova Venécia
3204807,320480,São José do Calçado,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3204906,320490,São Mateus,ES,Litoral Norte Espírito-santense,São Mateus
3204955,320495,São Roque do Canaã,ES,Central Espírito-santense,Santa Teresa
3205002,320500,Serra,ES,Central Espírito-santense,Vitória
3205010,320501,Sooretama,ES,Litoral Norte Espírito-santense,Linhares
3205036,320503,Vargem Alta,ES,Sul Espírito-santense,Cachoeiro de Itapemirim
3205069,320506,Venda Nova do Imigrante,ES,Central Espírito-santense,Afonso Cláudio
3205101,320510,Viana,ES,Central Espírito-santense,Vitória
3205150,320515,Vila Pavão,ES,Noroeste Espírito-santense,Nova Venécia
3205176,320517,Vila Valério,ES,Noroeste Espírito-santense,Nova Venécia
3205200,320520,Vila Velha,ES,Central Espírito-santense,Vitória
3205309,320530,Vitória,ES,Central Espírito-santense,Vitória
3300100,330010,Angra dos Reis,RJ,Sul Fluminense,Baía da Ilha Grande
3300159,330015,Aperibé,RJ,Noroeste Fluminense,Santo Antônio de Pádua
3300209,330020,Araruama,RJ,Baixadas,Lagos
3300225,330022,Areal,RJ,Centro Fluminense,Três Rios
3300233,330023,Armação dos Búzios,RJ,Baixadas,Lagos
3300258,330025,Arraial do Cabo,RJ,Baixadas,Lagos
3300308,330030,Barra do Piraí,RJ,Sul Fluminense,Barra do Piraí
3300407,330040,Barra Mansa,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3300456,330045,Belford Roxo,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3300506,330050,Bom Jardim,RJ,Centro Fluminense,Nova Friburgo
3300605,330060,Bom Jesus do Itabapoana,RJ,Noroeste Fluminense,Itaperuna
3300704,330070,Cabo Frio,RJ,Baixadas,Lagos
3300803,330080,Cachoeiras de Macacu,RJ,Metropolitana do Rio de Janeiro,Macacu-Caceribu
3300902,330090,Cambuci,RJ,Noroeste Fluminense,Santo Antônio de Pádua
3300936,330093,Carapebus,RJ,Norte Fluminense,Macaé
3300951,330095,Comendador Levy Gasparian,RJ,Centro Fluminense,Três Rios
3301009,330100,Campos dos Goytacazes,RJ,Norte Fluminense,Campos dos Goytacazes
3301108,330110,Cantagalo,RJ,Centro Fluminense,Cantagalo-Cordeiro
3301157,330115,Cardoso Moreira,RJ,Norte Fluminense,Campos dos Goytacazes
3301207,330120,Carmo,RJ,Centro Fluminense,Cantagalo-Cordeiro
3301306,330130,Casimiro de Abreu,RJ,Baixadas,Bacia de São João
3301405,330140,Conceição de Macabu,RJ,Norte Fluminense,Macaé
3301504,330150,Cordeiro,RJ,Centro Fluminense,Cantagalo-Cordeiro
3301603,330160,Duas Barras,RJ,Centro Fluminense,Nova Friburgo
3301702,330170,Duque de Caxias,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3301801,330180,Engenheiro Paulo de Frontin,RJ,Metropolitana do Rio de Janeiro,Vassouras
3301850,330185,Guapimirim,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3301876,330187,Iguaba Grande,RJ,Baixadas,Lagos
3301900,330190,Itaboraí,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3302007,330200,Itaguaí,RJ,Metropolitana do Rio de Janeiro,Itaguaí
3302056,330205,Italva,RJ,Noroeste Fluminense,Itaperuna
3302106,330210,Itaocara,RJ,Noroeste Fluminense,Santo Antônio de Pádua
3302205,330220,Itaperuna,RJ,Noroeste Fluminense,Itaperuna
3302254,330225,Itatiaia,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3302270,330227,Japeri,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3302304,330230,Laje do Muriaé,RJ,Noroeste Fluminense,Itaperuna
3302403,330240,Macaé,RJ,Norte Fluminense,Macaé
3302452,330245,Macuco,RJ,Centro Fluminense,Cantagalo-Cordeiro
3302502,330250,Magé,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3302601,330260,Mangaratiba,RJ,Metropolitana do Rio de Janeiro,Itaguaí
3302700,330270,Maricá,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3302809,330280,Mendes,RJ,Metropolitana do Rio de Janeiro,Vassouras
3302858,330285,Mesquita,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3302908,330290,Miguel Pereira,RJ,Metropolitana do Rio de Janeiro,Vassouras
3303005,330300,Miracema,RJ,Noroeste Fluminense,Santo Antônio de Pádua
3303104,330310,Natividade,RJ,Noroeste Fluminense,Itaperuna
3303203,330320,Nilópolis,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3303302,330330,Niterói,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3303401,330340,Nova Friburgo,RJ,Centro Fluminense,Nova Friburgo
3303500,330350,Nova Iguaçu,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3303609,330360,Paracambi,RJ,Metropolitana do Rio de Janeiro,Vassouras
3303708,330370,Paraíba do Sul,RJ,Centro Fluminense,Três Rios
3303807,330380,Paraty,RJ,Sul Fluminense,Baía da Ilha Grande
3303856,330385,Paty do Alferes,RJ,Metropolitana do Rio de Janeiro,Vassouras
3303906,330390,Petrópolis,RJ,Metropolitana do Rio de Janeiro,Serrana
3303955,330395,Pinheiral,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3304003,330400,Piraí,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3304102,330410,Porciúncula,RJ,Noroeste Fluminense,Itaperuna
3304110,330411,Porto Real,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3304128,330412,Quatis,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3304144,330414,Queimados,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3304151,330415,Quissamã,RJ,Norte Fluminense,Macaé
3304201,330420,Resende,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3304300,330430,Rio Bonito,RJ,Metropolitana do Rio de Janeiro,Macacu-Caceribu
3304409,330440,Rio Claro,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3304508,330450,Rio das Flores,RJ,Sul Fluminense,Barra do Piraí
3304524,330452,Rio das Ostras,RJ,Baixadas,Bacia de São João
3304557,330455,Rio de Janeiro,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3304607,330460,Santa Maria Madalena,RJ,Centro Fluminense,Santa Maria Madalena
3304706,330470,Santo Antônio de Pádua,RJ,Noroeste Fluminense,Santo Antônio de Pádua
3304755,330475,São Francisco de Itabapoana,RJ,Norte Fluminense,Campos dos Goytacazes
3304805,330480,São Fidélis,RJ,Norte Fluminense,Campos dos Goytacazes
3304904,330490,São Gonçalo,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3305000,330500,São João da Barra,RJ,Norte Fluminense,Campos dos Goytacazes
3305109,330510,São João de Meriti,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3305133,330513,São José de Ubá,RJ,Noroeste Fluminense,Santo Antônio de Pádua
3305158,330515,São José do Vale do Rio Preto,RJ,Metropolitana do Rio de Janeiro,Serrana
3305208,330520,São Pedro da Aldeia,RJ,Baixadas,Lagos
3305307,330530,São Sebastião do Alto,RJ,Centro Fluminense,Santa Maria Madalena
3305406,330540,Sapucaia,RJ,Centro Fluminense,Três Rios
3305505,330550,Saquarema,RJ,Baixadas,Lagos
3305554,330555,Seropédica,RJ,Metropolitana do Rio de Janeiro,Itaguaí
3305604,330560,Silva Jardim,RJ,Baixadas,Bacia de São João
3305703,330570,Sumidouro,RJ,Centro Fluminense,Nova Friburgo
3305752,330575,Tanguá,RJ,Metropolitana do Rio de Janeiro,Rio de Janeiro
3305802,330580,Teresópolis,RJ,Metropolitana do Rio de Janeiro,Serrana
3305901,330590,Trajano de Moraes,RJ,Centro Fluminense,Santa Maria Madalena
3306008,330600,Três Rios,RJ,Centro Fluminense,Três Rios
3306107,330610,Valença,RJ,Sul Fluminense,Barra do Piraí
3306156,330615,Varre-Sai,RJ,Noroeste Fluminense,Itaperuna
3306206,330620,Vassouras,RJ,Metropolitana do Rio de Janeiro,Vassouras
3306305,330630,Volta Redonda,RJ,Sul Fluminense,Vale do Paraíba Fluminense
3500105,350010,Adamantina,SP,Presidente Prudente,Adamantina
3500204,350020,Adolfo,SP,São José do Rio Preto,São José do Rio Preto
3500303,350030,Aguaí,SP,Campinas,Pirassununga
3500402,350040,Águas da Prata,SP,Campinas,São João da Boa Vista
3500501,350050,Águas de Lindóia,SP,Campinas,Amparo
3500550,350055,Águas de Santa Bárbara,SP,Bauru,Avaré
3500600,350060,Águas de São Pedro,SP,Piracicaba,Piracicaba
3500709,350070,Agudos,SP,Bauru,Bauru
3500758,350075,Alambari,SP,Itapetininga,Itapetininga
3500808,350080,Alfredo Marcondes,SP,Presidente Prudente,Presidente Prudente
3500907,350090,Altair,SP,São José do Rio Preto,São José do Rio Preto
3501004,350100,Altinópolis,SP,Ribeirão Preto,Batatais
3501103,350110,Alto Alegre,SP,Araçatuba,Birigui
3501152,350115,Alumínio,SP,Macro Metropolitana Paulista,Sorocaba
3501202,350120,Álvares Florence,SP,São José do Rio Preto,Votuporanga
3501301,350130,Álvares Machado,SP,Presidente Prudente,Presidente Prudente
3501400,350140,Álvaro de Carvalho,SP,Marília,Marília
3501509,350150,Alvinlândia,SP,Marília,Marília
3501608,350160,Americana,SP,Campinas,Campinas
3501707,350170,Américo Brasiliense,SP,Araraquara,Araraquara
3501806,350180,Américo de Campos,SP,São José do Rio Preto,Votuporanga
3501905,350190,Amparo,SP,Campinas,Amparo
3502002,350200,Analândia,SP,Araraquara,São Carlos
3502101,350210,Andradina,SP,Araçatuba,Andradina
3502200,350220,Angatuba,SP,Itapetininga,Itapetininga
3502309,350230,Anhembi,SP,Bauru,Botucatu
3502408,350240,Anhumas,SP,Presidente Prudente,Presidente Prudente
3502507,350250,Aparecida,SP,Vale do Paraíba Paulista,Guaratinguetá
3502606,350260,Aparecida d'Oeste,SP,São José do Rio Preto,Jales
3502705,350270,Apiaí,SP,Itapetininga,Capão Bonito
3502754,350275,Araçariguama,SP,Macro Metropolitana Paulista,Sorocaba
3502804,350280,Araçatuba,SP,Araçatuba,Araçatuba
3502903,350290,Araçoiaba da Serra,SP,Macro Metropolitana Paulista,Sorocaba
3503000,350300,Aramina,SP,Ribeirão Preto,Ituverava
3503109,350310,Arandu,SP,Bauru,Avaré
3503158,350315,Arapeí,SP,Vale do Paraíba Paulista,Bananal
3503208,350320,Araraquara,SP,Araraquara,Araraquara
3503307,350330,Araras,SP,Piracicaba,Limeira
3503356,350335,Arco-Íris,SP,Marília,Tupã
3503406,350340,Arealva,SP,Bauru,Bauru
3503505,350350,Areias,SP,Vale do Paraíba Paulista,Bananal
3503604,350360,Areiópolis,SP,Bauru,Bauru
3503703,350370,Ariranha,SP,São José do Rio Preto,Catanduva
3503802,350380,Artur Nogueira,SP,Campinas,Mogi Mirim
3503901,350390,Arujá,SP,Metropolitana de São Paulo,Guarulhos
3503950,350395,Aspásia,SP,São José do Rio Preto,Jales
3504008,350400,Assis,SP,Assis,Assis
3504107,350410,Atibaia,SP,Macro Metropolitana Paulista,Bragança Paulista
3504206,350420,Auriflama,SP,São José do Rio Preto,Auriflama
3504305,350430,Avaí,SP,Bauru,Bauru
3504404,350440,Avanhandava,SP,Araçatuba,Birigui
3504503,350450,Avaré,SP,Bauru,Avaré
3504602,350460,Bady Bassitt,SP,São José do Rio Preto,São José do Rio Preto
3504701,350470,Balbinos,SP,Bauru,Bauru
3504800,350480,Bálsamo,SP,São José do Rio Preto,São José do Rio Preto
3504909,350490,Bananal,SP,Vale do Paraíba Paulista,Bananal
3505005,350500,Barão de Antonina,SP,Itapetininga,Itapeva
3505104,350510,Barbosa,SP,Araçatuba,Birigui
3505203,350520,Bariri,SP,Bauru,Jaú
3505302,350530,Barra Bonita,SP,Bauru,Jaú
3505351,350535,Barra do Chapéu,SP,Itapetininga,Capão Bonito
3505401,350540,Barra do Turvo,SP,Litoral Sul Paulista,Registro
3505500,350550,Barretos,SP,Ribeirão Preto,Barretos
3505609,350560,Barrinha,SP,Ribeirão Preto,Ribeirão Preto
3505708,350570,Barueri,SP,Metropolitana de São Paulo,Osasco
3505807,350580,Bastos,SP,Marília,Tupã
3505906,350590,Batatais,SP,Ribeirão Preto,Batatais
3506003,350600,Bauru,SP,Bauru,Bauru
3506102,350610,Bebedouro,SP,Ribeirão Preto,Jaboticabal
3506201,350620,Bento de Abreu,SP,Araçatuba,Araçatuba
3506300,350630,Bernardino de Campos,SP,Assis,Ourinhos
3506359,350635,Bertioga,SP,Metropolitana de São Paulo,Santos
3506409,350640,Bilac,SP,Araçatuba,Birigui
3506508,350650,Birigui,SP,Araçatuba,Birigui
3506607,350660,Biritiba Mirim,SP,Metropolitana de São Paulo,Mogi das Cruzes
3506706,350670,Boa Esperança do Sul,SP,Araraquara,Araraquara
3506805,350680,Bocaina,SP,Bauru,Jaú
3506904,350690,Bofete,SP,Bauru,Botucatu
3507001,350700,Boituva,SP,Itapetininga,Tatuí
3507100,350710,Bom Jesus dos Perdões,SP,Macro Metropolitana Paulista,Bragança Paulista
3507159,350715,Bom Sucesso de Itararé,SP,Itapetininga,Itapeva
3507209,350720,Borá,SP,Assis,Assis
3507308,350730,Boracéia,SP,Bauru,Jaú
3507407,350740,Borborema,SP,Araraquara,Araraquara
3507456,350745,Borebi,SP,Bauru,Bauru
3507506,350750,Botucatu,SP,Bauru,Botucatu
3507605,350760,Bragança Paulista,SP,Macro Metropolitana Paulista,Bragança Paulista
3507704,350770,Braúna,SP,Araçatuba,Birigui
3507753,350775,Brejo Alegre,SP,Araçatuba,Birigui
3507803,350780,Brodowski,SP,Ribeirão Preto,Ribeirão Preto
3507902,350790,Brotas,SP,Piracicaba,Rio Claro
3508009,350800,Buri,SP,Itapetininga,Itapeva
3508108,350810,Buritama,SP,Araçatuba,Birigui
3508207,350820,Buritizal,SP,Ribeirão Preto,Ituverava
3508306,350830,Cabrália Paulista,SP,Bauru,Bauru
3508405,350840,Cabreúva,SP,Macro Metropolitana Paulista,Sorocaba
3508504,350850,Caçapava,SP,Vale do Paraíba Paulista,São José dos Campos
3508603,350860,Cachoeira Paulista,SP,Vale do Paraíba Paulista,Guaratinguetá
3508702,350870,Caconde,SP,Campinas,São João da Boa Vista
3508801,350880,Cafelândia,SP,Bauru,Lins
3508900,350890,Caiabu,SP,Presidente Prudente,Presidente Prudente
3509007,350900,Caieiras,SP,Metropolitana de São Paulo,Franco da Rocha
3509106,350910,Caiuá,SP,Presidente Prudente,Presidente Prudente
3509205,350920,Cajamar,SP,Metropolitana de São Paulo,Osasco
3509254,350925,Cajati,SP,Litoral Sul Paulista,Registro
3509304,350930,Cajobi,SP,São José do Rio Preto,Catanduva
3509403,350940,Cajuru,SP,Ribeirão Preto,Batatais
3509452,350945,Campina do Monte Alegre,SP,Itapetininga,Itapetininga
3509502,350950,Campinas,SP,Campinas,Campinas
3509601,350960,Campo Limpo Paulista,SP,Macro Metropolitana Paulista,Jundiaí
3509700,350970,Campos do Jordão,SP,Vale do Paraíba Paulista,Campos do Jordão
3509809,350980,Campos Novos Paulista,SP,Assis,Assis
3509908,350990,Cananéia,SP,Litoral Sul Paulista,Registro
3509957,350995,Canas,SP,Vale do Paraíba Paulista,Guaratinguetá
3510005,351000,Cândido Mota,SP,Assis,Assis
3510104,351010,Cândido Rodrigues,SP,Ribeirão Preto,Jaboticabal
3510153,351015,Canitar,SP,Assis,Ourinhos
3510203,351020,Capão Bonito,SP,Itapetininga,Capão Bonito
3510302,351030,Capela do Alto,SP,Macro Metropolitana Paulista,Sorocaba
3510401,351040,Capivari,SP,Piracicaba,Piracicaba
3510500,351050,Caraguatatuba,SP,Vale do Paraíba Paulista,Caraguatatuba
3510609,351060,Carapicuíba,SP,Metropolitana de São Paulo,Osasco
3510708,351070,Cardoso,SP,São José do Rio Preto,Votuporanga
3510807,351080,Casa Branca,SP,Campinas,São João da Boa Vista
3510906,351090,Cássia dos Coqueiros,SP,Ribeirão Preto,Batatais
3511003,351100,Castilho,SP,Araçatuba,Andradina
3511102,351110,Catanduva,SP,São José do Rio Preto,Catanduva
3511201,351120,Catiguá,SP,São José do Rio Preto,Catanduva
3511300,351130,Cedral,SP,São José do Rio Preto,São José do Rio Preto
3511409,351140,Cerqueira César,SP,Bauru,Avaré
3511508,351150,Cerquilho,SP,Itapetininga,Tatuí
3511607,351160,Cesário Lange,SP,Itapetininga,Tatuí
3511706,351170,Charqueada,SP,Piracicaba,Piracicaba
3511904,351190,Clementina,SP,Araçatuba,Birigui
3512001,351200,Colina,SP,Ribeirão Preto,Barretos
3512100,351210,Colômbia,SP,Ribeirão Preto,Barretos
3512209,351220,Conchal,SP,Piracicaba,Limeira
3512308,351230,Conchas,SP,Bauru,Botucatu
3512407,351240,Cordeirópolis,SP,Piracicaba,Limeira
3512506,351250,Coroados,SP,Araçatuba,Birigui
3512605,351260,Coronel Macedo,SP,Itapetininga,Itapeva
3512704,351270,Corumbataí,SP,Piracicaba,Rio Claro
3512803,351280,Cosmópolis,SP,Campinas,Campinas
3512902,351290,Cosmorama,SP,São José do Rio Preto,Votuporanga
3513009,351300,Cotia,SP,Metropolitana de São Paulo,Itapecerica da Serra
3513108,351310,Cravinhos,SP,Ribeirão Preto,Ribeirão Preto
3513207,351320,Cristais Paulista,SP,Ribeirão Preto,Franca
3513306,351330,Cruzália,SP,Assis,Assis
3513405,351340,Cruzeiro,SP,Vale do Paraíba Paulista,Guaratinguetá
3513504,351350,Cubatão,SP,Metropolitana de São Paulo,Santos
3513603,351360,Cunha,SP,Vale do Paraíba Paulista,Paraibuna/Paraitinga
3513702,351370,Descalvado,SP,Araraquara,São Carlos
3513801,351380,Diadema,SP,Metropolitana de São Paulo,São Paulo
3513850,351385,Dirce Reis,SP,São José do Rio Preto,Jales
3513900,351390,Divinolândia,SP,Campinas,São João da Boa Vista
3514007,351400,Dobrada,SP,Araraquara,Araraquara
3514106,351410,Dois Córregos,SP,Bauru,Jaú
3514205,351420,Dolcinópolis,SP,São José do Rio Preto,Jales
3514304,351430,Dourado,SP,Araraquara,São Carlos
3514403,351440,Dracena,SP,Presidente Prudente,Dracena
3514502,351450,Duartina,SP,Bauru,Bauru
3514601,351460,Dumont,SP,Ribeirão Preto,Ribeirão Preto
3514700,351470,Echaporã,SP,Marília,Marília
3514809,351480,Eldorado,SP,Litoral Sul Paulista,Registro
3514908,351490,Elias Fausto,SP,Campinas,Campinas
3514924,351492,Elisiário,SP,São José do Rio Preto,Catanduva
3514957,351495,Embaúba,SP,São José do Rio Preto,Catanduva
3515004,351500,Embu das Artes,SP,Metropolitana de São Paulo,Itapecerica da Serra
3515103,351510,Embu-Guaçu,SP,Metropolitana de São Paulo,Itapecerica da Serra
3515129,351512,Emilianópolis,SP,Presidente Prudente,Presidente Prudente
3515152,351515,Engenheiro Coelho,SP,Campinas,Mogi Mirim
3515186,351518,Espírito Santo do Pinhal,SP,Campinas,São João da Boa Vista
3515194,351519,Espírito Santo do Turvo,SP,Assis,Ourinhos
3515202,351520,Estrela d'Oeste,SP,São José do Rio Preto,Fernandópolis
3515301,351530,Estrela do Norte,SP,Presidente Prudente,Presidente Prudente
3515350,351535,Euclides da Cunha Paulista,SP,Presidente Prudente,Presidente Prudente
3515400,351540,Fartura,SP,Assis,Ourinhos
3515509,351550,Fernandópolis,SP,São José do Rio Preto,Fernandópolis
3515608,351560,Fernando Prestes,SP,Ribeirão Preto,Jaboticabal
3515657,351565,Fernão,SP,Marília,Marília
3515707,351570,Ferraz de Vasconcelos,SP,Metropolitana de São Paulo,Mogi das Cruzes
3515806,351580,Flora Rica,SP,Presidente Prudente,Adamantina
3515905,351590,Floreal,SP,São José do Rio Preto,Auriflama
3516002,351600,Flórida Paulista,SP,Presidente Prudente,Adamantina
3516101,351610,Florínea,SP,Assis,Assis
3516200,351620,Franca,SP,Ribeirão Preto,Franca
3516309,351630,Francisco Morato,SP,Metropolitana de São Paulo,Franco da Rocha
3516408,351640,Franco da Rocha,SP,Metropolitana de São Paulo,Franco da Rocha
3516507,351650,Gabriel Monteiro,SP,Araçatuba,Birigui
3516606,351660,Gália,SP,Marília,Marília
3516705,351670,Garça,SP,Marília,Marília
3516804,351680,Gastão Vidigal,SP,São José do Rio Preto,Auriflama
3516853,351685,Gavião Peixoto,SP,Araraquara,Araraquara
3516903,351690,General Salgado,SP,São José do Rio Preto,Auriflama
3517000,351700,Getulina,SP,Bauru,Lins
3517109,351710,Glicério,SP,Araçatuba,Birigui
3517208,351720,Guaiçara,SP,Bauru,Lins
3517307,351730,Guaimbê,SP,Bauru,Lins
3517406,351740,Guaíra,SP,Ribeirão Preto,São Joaquim da Barra
3517505,351750,Guapiaçu,SP,São José do Rio Preto,São José do Rio Preto
3517604,351760,Guapiara,SP,Itapetininga,Capão Bonito
3517703,351770,Guará,SP,Ribeirão Preto,Ituverava
3517802,351780,Guaraçaí,SP,Araçatuba,Andradina
3517901,351790,Guaraci,SP,São José do Rio Preto,São José do Rio Preto
3518008,351800,Guarani d'Oeste,SP,São José do Rio Preto,Fernandópolis
3518107,351810,Guarantã,SP,Bauru,Bauru
3518206,351820,Guararapes,SP,Araçatuba,Araçatuba
3518305,351830,Guararema,SP,Metropolitana de São Paulo,Mogi das Cruzes
3518404,351840,Guaratinguetá,SP,Vale do Paraíba Paulista,Guaratinguetá
3518503,351850,Guareí,SP,Itapetininga,Itapetininga
3518602,351860,Guariba,SP,Ribeirão Preto,Jaboticabal
3518701,351870,Guarujá,SP,Metropolitana de São Paulo,Santos
3518800,351880,Guarulhos,SP,Metropolitana de São Paulo,Guarulhos
